source	target	MI
ZRANB1	HAUS1	0.2357
ZRANB1	IFITM3	0.2537
ZRANB1	INADL	0.2606
ZRANB1	IRF5	0.2534
ZRANB1	KLHL24	0.2419
ZRANB1	LYZ	0.2771
ZRANB1	NPC2	0.2533
ZRANB1	NRM	0.2304
ZRANB1	PLEKHF1	0.2502
ZRANB1	RELL2	0.2664
ZRANB1	RRAS2	0.2560
ZRANB1	SLC12A9	0.2454
ZRANB1	SMCO4	0.2426
ZRANB1	SYTL2	0.2560
ZRANB1	TANGO6	0.2316
ZRANB1	UBE2H	0.2602
ZRANB1	WDR70	0.2421
ZZEF1	C12orf5	0.2423
ZZEF1	CAPN12	0.2269
ZZEF1	FXR2	0.2416
ZZEF1	IER5	0.2428
ZZEF1	IFITM2	0.2526
ZZEF1	INADL	0.2428
ZZEF1	JUN	0.2293
ZZEF1	LINC00152	0.2308
ZZEF1	MBIP	0.2194
ZZEF1	MFSD12	0.2463
ZZEF1	MYL6	0.2054
ZZEF1	NGFRAP1	0.2327
ZZEF1	NPEPPS	0.2562
ZZEF1	POGK	0.2060
ZZEF1	PYCARD	0.2314
ZZEF1	RRP1	0.2130
ZZEF1	STOM	0.2536
ZZEF1	TNFSF13B	0.2497
